33;154;13363 
48;256;18230 
47;175;13432 
28;197;16502 
6;264;18293 
46;299;22079 
3;248;16253 
31;213;14802 
35;140;6935 
1;255;16339 
45;127;12109 
13;209;14318 
37;251;18228 
2;319;24147 
22;186;14643 
43;298;15166 
29;203;17170 
25;171;10852 
19;294;21674 
26;245;17738 
16;159;13934 
49;143;13572 
27;301;23781 
11;186;13645 
5;214;17600 
21;209;18156 
38;200;14240 
15;214;15460 
42;265;15231 
36;143;11185 
9;215;14784 
20;213;17115 
39;162;13248 
4;179;15618 
18;162;15780 
30;268;20680 
10;235;13416 
23;196;13399 
17;250;17168 
24;177;15502 
44;224;16781 
40;227;19293 
32;222;13472 
50;129;8672 
41;220;17102 
12;156;10476 
14;114;10517 
34;213;19289 
8;166;13604 
7;237;16148 
