39;5;563
6;6;145
5;7;454
19;12;511
33;16;1434
39;3;410
23;8;692
21;3;982
18;9;829
28;3;1010
6;7;1304
43;19;332
37;1;1202
42;18;190
15;6;861
35;13;355
15;8;1287
21;8;1378
48;16;1375
44;19;647
42;10;764
6;9;387
1;3;542
18;14;880
22;15;121
5;11;709
25;6;818
28;11;1211
33;3;1303
13;20;1235
40;20;937
10;10;1291
36;13;187
46;4;1346
40;2;132
20;15;323
43;14;625
23;15;647
29;8;709
11;15;419
14;4;1231
25;5;480
24;3;365
30;5;972
4;4;439
19;9;573
26;15;1487
35;3;1032
39;14;84
41;15;1466
8;13;1104
17;5;642
23;5;471
37;11;1107
24;6;935
19;12;802
18;5;72
2;9;637
6;15;1348
8;8;1387
35;15;1495
24;14;1415
32;10;413
13;20;1036
18;15;1145
19;16;1080
36;10;593
21;1;465
50;2;1268
37;9;309
4;17;1473
17;10;1356
3;4;612
39;14;434
24;3;719
19;14;909
39;10;901
9;18;776
40;11;375
25;5;1309
23;4;723
38;16;1089
20;20;929
27;13;476
9;7;937
44;9;888
32;1;870
47;15;1401
30;6;1417
15;9;186
41;8;1097
26;7;507
21;2;1114
12;16;564
18;12;1102
28;20;1017
7;9;245
49;19;1462
27;3;307
39;4;302
37;11;284
33;13;1132
48;3;1264
50;17;1003
27;15;727
39;19;276
37;17;1326
41;12;285
13;13;1495
50;17;1228
19;2;814
3;16;1363
1;7;449
33;12;963
47;2;615
3;15;1333
32;6;1277
27;3;129
6;8;1288
36;8;616
41;6;914
29;19;901
24;2;617
9;1;828
22;14;324
24;9;557
49;16;942
38;4;615
18;9;799
13;8;263
5;11;362
44;12;347
12;4;1357
12;20;564
16;7;937
38;7;202
12;5;1075
8;15;792
24;9;1349
25;6;599
12;1;299
16;4;630
14;5;1099
9;5;1430
17;4;1145
4;6;791
15;2;99
45;5;520
14;20;665
29;9;961
47;16;486
2;17;286
39;13;650
10;18;1025
36;15;111
32;5;50
22;5;735
11;20;994
27;13;539
1;20;1325
1;11;453
49;3;1453
31;6;1059
42;11;1200
41;12;356
14;18;610
9;9;63
37;8;753
28;10;1157
8;5;1032
40;11;1398
44;5;292
39;11;1458
50;6;537
31;4;1361
22;7;1323
22;19;1169
36;6;738
3;3;869
17;18;886
3;11;1261
7;18;1276
46;18;1149
15;2;1490
6;4;358
17;8;580
11;2;395
11;1;425
43;6;752
40;10;1462
25;12;1478
26;17;668
35;18;407
20;9;475
50;5;173
41;2;1251
38;9;1037
42;13;955
22;20;345
34;9;1134
33;1;1208
12;15;431
49;4;1467
38;16;260
16;4;1386
48;8;1151
16;16;900
37;7;1168
16;16;255
6;3;71
27;8;859
20;9;207
13;9;241
42;3;607
15;4;948
14;6;1141
31;3;701
2;9;372
28;15;783
30;6;419
36;2;172
45;18;813
25;10;648
2;11;357
16;1;1325
22;9;638
19;3;154
10;15;625
17;9;794
24;13;185
3;10;1345
6;13;1426
36;15;257
9;11;861
2;16;251
28;5;654
9;15;208
25;13;992
46;8;1353
24;10;284
3;10;1484
42;3;811
11;13;1091
45;5;824
36;3;1159
1;18;1053
14;2;170
12;14;1138
39;12;681
34;4;390
50;16;894
17;8;1333
37;16;1183
9;5;905
8;14;1121
16;3;957
7;12;1226
5;7;1366
15;15;291
13;9;651
39;20;516
40;13;450
30;9;1223
24;2;1014
7;20;1438
32;7;830
48;13;882
29;8;1194
33;12;1495
30;2;677
19;4;1395
43;14;1463
30;8;1208
26;10;81
11;7;878
33;9;831
9;17;1038
18;9;569
26;2;280
44;8;1052
13;18;387
22;10;712
39;10;1406
37;17;1292
36;17;935
3;5;1318
43;5;1057
42;11;845
33;9;169
4;12;184
10;13;490
37;1;403
11;5;1276
49;15;75
48;6;319
5;20;116
10;17;1023
31;6;665
1;3;459
18;1;957
49;17;753
50;1;1020
46;15;747
41;6;467
6;15;1478
17;11;1312
45;5;507
21;11;312
46;3;1133
15;2;1090
34;14;357
26;2;694
29;17;1493
7;2;237
29;6;374
8;8;1044
38;19;1360
36;7;920
41;12;1254
45;19;451
23;19;1213
9;17;1230
48;20;1274
3;7;1135
26;13;1133
38;9;332
27;9;586
31;5;1186
27;15;847
47;6;625
45;8;421
1;16;1483
1;2;801
23;16;399
50;5;854
17;18;1104
1;13;934
33;20;493
42;17;805
36;8;1020
31;9;1161
30;1;1224
7;9;1198
48;3;1485
33;14;486
50;10;486
31;14;515
33;16;1327
14;10;282
48;3;1320
5;7;930
3;14;1425
43;12;380
4;9;1422
17;6;140
1;19;860
19;7;1412
48;10;512
10;4;315
10;3;1457
47;10;212
48;11;1118
46;17;272
24;8;776
17;12;360
36;12;608
22;7;991
6;1;1284
24;8;510
19;6;225
4;13;1266
50;9;1201
32;2;629
27;8;1128
23;12;1162
33;9;91
36;19;234
5;15;1384
19;4;724
13;11;1006
20;18;917
44;17;50
37;12;718
50;18;611
50;20;920
3;4;194
7;19;508
26;17;332
24;15;1066
42;11;881
35;12;1134
24;1;771
37;3;206
16;9;1048
3;7;233
22;18;407
44;14;634
34;13;1330
24;9;1050
8;20;196
17;8;301
32;14;620
42;7;426
25;11;228
40;6;764
15;17;376
12;15;1351
36;7;326
50;8;120
29;13;512
28;5;1060
7;13;539
33;8;471
37;16;726
15;11;958
9;15;286
37;15;1114
43;12;194
40;16;1495
22;15;1410
38;6;697
25;4;1077
7;4;1208
27;20;627
45;15;349
15;18;335
47;2;911
17;1;859
46;2;769
47;1;1377
50;16;1472
45;15;60
22;10;842
9;10;1320
39;11;1273
27;11;338
45;14;157
37;6;1350
46;15;1350
24;9;1421
8;14;86
18;15;354
36;5;1492
33;18;632
35;5;1407
40;19;1209
37;20;1350
38;5;1198
42;17;897
9;2;670
43;8;422
6;4;527
2;19;837
24;10;1127
19;2;887
3;14;1085
21;15;79
19;12;593
50;4;480
8;5;1185
47;4;1224
40;3;224
20;1;642
9;9;947
25;13;471
31;17;1174
3;17;429
49;17;485
7;9;644
28;11;290
42;7;782
21;4;385
34;17;1072
41;1;1015
20;2;1236
30;9;1206
31;11;660
24;8;172
42;16;192
3;3;141
37;4;1079
25;9;1113
17;20;476
20;4;161
34;9;1472
25;5;535
17;19;268
22;13;1416
40;17;1484
9;10;581
18;16;229
2;10;529
11;11;316
3;11;800
17;13;390
20;10;1155
5;18;147
26;2;1130
38;9;203
20;17;848
49;10;879
14;6;397
49;4;956
38;16;748
44;17;620
26;17;1418
11;15;1080
43;1;144
29;14;1257
6;2;376
44;14;864
25;12;1033
30;16;1007
2;3;324
8;3;1056
26;2;1408
46;14;1446
4;11;1060
43;19;211
4;18;1163
24;16;352
41;11;233
19;17;1422
9;2;1275
34;17;643
9;1;1023
21;2;424
10;13;451
29;20;503
46;8;848
22;15;788
1;15;1004
26;1;1316
15;12;188
17;11;456
14;2;88
36;6;928
10;4;124
43;10;1053
14;12;605
38;11;1400
23;14;917
18;4;116
8;19;873
15;11;819
10;4;470
23;10;1280
38;13;1134
29;13;1322
13;11;550
16;14;255
33;6;206
28;8;1059
12;19;662
27;20;390
43;9;292
11;1;308
37;12;1234
31;18;1449
31;11;1434
42;20;1357
45;18;799
36;7;684
30;9;415
30;2;869
17;10;809
42;12;266
11;19;918
3;11;161
43;19;934
7;8;865
16;4;1316
36;7;1061
50;13;471
46;9;909
6;12;124
29;18;478
35;8;153
9;5;486
50;5;890
29;4;256
29;4;1396
43;20;112
8;2;1327
